name,mascot,city,state,primary_color,secondary_color,team_logo_image
St. Frederick,Warriors,Monroe,LA,,,
St. James,Wildcats,Vacherie,LA,,,
St. James,Wildcats,Vacherie,LA,,,
St. John,Eagles,Plaquemine,LA,,,
St. John XXIII,Lions,Katy,TX,,,
St. John's,Mavericks,Houston,TX,,,
St. Joseph,Bloodhounds,Brownsville,TX,,,
St. Joseph,Eagles,Bryan,TX,,,
St. Joseph,Flyers,Victoria,TX,,,
St. Joseph's Academy,Redstickers,Baton Rouge,LA,,,
St. Louis Catholic,Saints,Lake Charles,LA,,,
St. Mark's,Lions,Dallas,TX,,,
St. Martinville,Tigers,St. Martinville,LA,,,
St. Martin’s Episcopal,Saints,Metairie,LA,,,
St. Mary's ,Rams,Taylor,TX,,,
St. Mary's Hall,Barons,San Antonio,TX,,,
St. Mary’s,Tigers,Natchitoches,LA,,,
St. Michael the Archangel,Warriors,Baton Rouge,LA,,,
St. Michael's,Warriors,Austin,TX,,,
St. Paul,Cardinals,Shiner,TX,,,
St. Paul's,Wolves,Covington,LA,,,
St. Pius X,Panthers,Houston,TX,,,
St. Thomas,Eagles,Houston,TX,,,
St. Thomas More,Cougars,Lafayette,LA,,,
Stafford,Spartans,Stafford,TX,#EA0000,#FCB326,
Stamford,Bulldogs,Stamford,TX,#2E4FA2,#FFFFFF,
Stanton,Buffaloes,Stanton,TX,,,
Star Spencer,,,OK,,,
Steele,Knights,Cibolo,TX,,,
Stephenville,Yellow Jackets,Stephenville,TX,4169E1,#FFD700,
Sterling,Rangers,Baytown,TX,#005EB8,#FFFFFF,
Sterling,Raiders,Houston,TX,,,
Sterling City,Eagles,Sterling City,TX,,,
Stevens,Falcons,San Antonio,TX,,,
Stigler,,,OK,,,
Stillwater,Pioneers,Stillwater,OK,,,
Stilwell,,,OK,,,
Stockdale,,,TX,,,
Stony Point,Tigers,Round Rock,TX,,,
Strake Jesuit,Crusaders,Houston,TX,,,
Stratford,,,OK,,,
Stratford,Spartans,Houston,TX,,,
Stratford,Elks,Stratford,TX,,,
Strawn,Greyhounds,Strawn,TX,,,
Strother,,,OK,,,
Stroud,,,OK,,,
Sudan,Hornets,Sudan,TX,,,
Sulpher Springs,Wildcats,Sulpher Springs,TX,,,
Sulphur,Bulldogs,,OK,,,
Summer Creek,Bulldogs,Humble,TX,#F05A28,#FFFFFF,
Summerville,Green Wave,Summerville,SC,#108810,#FFB300,
Summit,Jaguars,Mansfield,TX,,,
Summit Christian,,,OK,,,
Sundown,Roughnecks,Sundown,TX,,,
Sunnyvale,Raiders,Sunnyvale,TX,,,
Sunray,Bobcats,Sunray,TX,#FFC72C,#1F4FBF,
Sunset,Bison,Dallas,TX,,,
SW Covenant,,,OK,,,
Sweeny,Bulldogs,Sweeny,TX,,,
Sweetwater,Mustangs,Sweetwater,TX,,,
T.K. Gorman,Crusaders,Tyler,TX,,,
Taft,,,TX,,,
Taft,Raiders,San Antonio,TX,#6BA5C8,#4F7894,
Tahlequah,,,OK,,,
Tahoka,Bulldogs,Tahoka,TX,,,
Talihina,,,OK,,,
Tara,Trojans,Baton Rouge,LA,,,
Tarkington,Longhorns,Cleveland,TX,,,
Tascosa,Rebels,Amarillo,TX,#000000,#FFFFFF,
Tatum,Eagles,Tatum,TX,,,
Taylor,Lions,Alief,TX,#000000,#ED1B24,
Taylor,Mustangs,Katy,TX,,,
Taylor,Ducks,Taylor,TX,#0F4509,#FFFFFF,
Teague,Lions,Teague,TX,,,
Tecumseh,,,OK,,,
Temple,,,OK,,,
Temple,Wildcats,Temple,TX,#003A8F,#FFFFFF,
Temple Christian,Eagles,Fort Worth,TX,,,
Tenaha,Tigers,Tenaha,TX,,,
Terrebonne,Tigers,Houma,LA,,,
Terrell,Tigers,Terrell,TX,,,
Terry,Rangers,Rosenberg,TX,#6899E3,#4670AF,
Teurilines Catholic,Rebels,Lafayette,LA,,,
Texas,Tigers,Texarkana,TX,#074E9C,#700202,
Texas,Wind,Waco,TX,,,
Texas City,Stingarees,,TX,,,
Texhoma,,,OK,,,
Texoma Christian,Eagles,Sherman,TX,,,
Thackerville,,,OK,,,
The Colony,Cougars,,TX,,,
The Cornerstone,Warriors,McKinney,TX,,,
The Woodlands,Highlanders,The Woodlands,TX,#006838,#C8102E,
Thibodaux,Tigers,Thibodaux,LA,,,
Thomas-Fay-Custer,,,OK,,,
Thorndale,Bulldogs,Thorndale,TX,,,
Thrall,Tigers,Thrall,TX,,,
Three Rivers,Bulldogs,,TX,#000000,#D62828,
Three Way,Braves,,TX,,,
Thrive Academy,Panthers,Baton Rouge,LA,,,
Throckmorton,Greyhounds,Throckmorton,TX,,,
Tidehaven,Tigers,Tidehaven,TX,,,
Timber Creek,Falcons,Keller,TX,#3C285B,#D4D5E6,
Timberlake,,,OK,,,
Timberland,Wolves,St. Stephen,SC,#355E3B,#FFFFFF,
Timberview,Wolves,Mansfield,TX,,,
Timpson,Bears,Timpson,TX,,,
Tioga,Indians,Ball,LA,,,
Tioga,Bulldogs,Tioga,TX,,,
Tipton,,,OK,,,
Tipton,Tigers,,OK,,,
Tishomingo,,,OK,,,
Tivy,Antlers,Kerrville,TX,,,
TLC,Eagles,Abilene,TX,,,
TLC,Tigers,Cedar Hill,TX,,,
TLC,Eagles,San Angelo,TX,,,
Tolar,Rattlers,Tolar,TX,#4B0082,#FFFFFF,
Tom Bean,Tom Cats,Tom Bean,TX,#9C2810,#D5D5E2,
Tomball,Cougars,Tomball,TX,#50090B,#B0C2F1,
Tompkins,Falcons,Katy,TX,,,
Tonkawa,,,OK,,,
Travis,Rebels,Austin,TX,#CE0505,#AAAAAA,
Travis,Tigers,Fort Bend,TX,,,
Trent,,,TX,,,
Trenton,Tigers,Trenton,TX,,,
Trimble Tech,Bulldogs,Fort Worth,TX,,,
Trinidad,Trojans,Trinidad,TX,,,
Trinity,Trojans,Euless,TX,,,
Trinity,Texans,Longview,TX,,,
Trinity,Chargers,Midland,TX,,,
Trinity,Tigers,Trinity,TX,,,
Trinity Christian,Trojans,Addison,TX,,,
Trinity Christian,Lions,Lubbock,TX,,,
Trinity Christian,Eagles,Willow Park,TX,,,
Trinity Valley,Trojans,Fort Worth,TX,,,
Troup,Tigers,Troup,TX,,,
Troy,Trojans,Troy,TX,#257897,#ADB3C0,
Trump,Patriots,San Antonio,TX,,,
Tulia,Hornets,Tulia,TX,,,
Tuloso-Midway,Warriors,Corpus Christi,TX,,,
Turkey Valley,Patriots,Turkey Valley,TX,,,
Turpin,,,OK,,,
Tuttle,Tigers,,OK,,,
Tyler,Lions,Tyler,TX,#003A8F,#FFFFFF,
Tyler Lee,Red Raiders,Tyler,TX,,,
Tyrone,,,OK,,,
Ume Prep,Eagles,Dallas,TX,,,
Union,Redhawks,Tulsa,OK,,,
Union Grove,Lions,,TX,,,
Union Hill,Bulldogs,Gilmer,TX,#682125,#929AB0,
Union Parish,Farmers,Farmerville,LA,,,
United,Timber Wolves,Beaumont,TX,#F2B705,#6B1E23,
United,Longhorns,Laredo,TX,,,
United South,Panthers,Laredo,TX,,,
University,Trojans,Waco,TX,,,
University Lab,Cubs,Baton Rouge,LA,,,
University School,,Hunting Valley,OH,,,
US Grant,,,OK,,,
Uvalde,Coyotes,Uvalde,TX,,,
Valley,Patriots,,TX,,,
Valley Mills,Eagles,Valley Mills,TX,#000000,#D4AF37,
Valley View,Tigers,Pharr,TX,,,
Valley View,Eagles,Valley View,TX,,,
Valliant,,,OK,,,
Van,Vandals,Van,TX,#D62828,#B0B0B0,
Van Alstyne,Panthers,Van Alstyne,TX,,,
Van Horn,Eagles,Van Horn,TX,,,
Van Vleck,Leopards,Van Vleck,TX,,,
Vandebilt Catholic,Terriers,Houma,LA,,,
Vandegrift,Vipers,Austin,TX,#000000,#C0C0C0,
Vanguard,Vikings,Waco,TX,,,
Varnado,Wildcats,Varnado,LA,,,
Vega,Longhorns,Vega,TX,,,
Vela,Sabercats,Edinburg,TX,,,
Velma-Alma,,,OK,,,
Venus,Bulldogs,Venus,TX,,,
Verdigris,,,OK,,,
Veribest,Falcons,Veribest,TX,,,
Vermilion Catholic,Eagles,Abbeville,LA,,,
Vernon,Lions,Vernon,TX,#800000,#FFFFFF,
Veterans Memorial,Chargers,Brownsville,TX,#363B4F,#B6B7BC,
Veterans Memorial,Eagles,Corpus Christi,TX,#0B1F4D,#FFFFFF,
Veterans Memorial,Patriots,Mission,TX,,,
Veterans Memorial,Patriots,San Antonio,TX,,,
Vian,,,OK,,,
Vicotry Christian,Patriots,Decatur,TX,,,
Victoria East,Titans,Victoria,TX,#D71531,#BCC5F0,
Victoria West,Warriors,Victoria,TX,,,
Victory Christian,,,OK,,,
Vidalia,Vikings,Vidalia,LA,,,
Vidalia,Vikings,Vidalia,LA,,,
Vidor,Pirates,,TX,,,
Ville Platte,Bulldogs,Ville Platte,LA,,,
Vinita,,,OK,,,
Vista Ridge,Rangers,Cedar Park,TX,,,
W.T. White,Longhorns,Dallas,TX,,,
Waco,Lions,Waco,TX,#000000,#C8102E,
Wade Hampton,Red Devils,Greenville,SC,#BF1E2E,#2E2E2E,
Wagner,Thunderbirds,San Antonio,TX,,,
Wagoner,Bulldogs,Wagoner,OK,,,
Wakeland,Wolverines,Frisco,TX,,,
Walhalla,Razorbacks,Walhalla,SC,#000000,#4B0082,
Walker,Wildcats,Walker,LA,,,
Wall,Hawks,Wall,TX,#469F7A,#F5EFFB,
Waller,Bulldogs,,TX,,,
Walnut Grove,Wildcats,Prosper,TX,,,
Walnut Springs,,,TX,,,
Walters,,,OK,,,
Waltrip,Rams,Houston,TX,#D2171C,#DEE2EF,
Warner,,,OK,,,
Warren,Bears,Downey,CA,#121115,#E6D7BF,
Warren,Warriors,Warren,TX,,,
Warren Easton,Fighting Eagles,New Orleans,LA,,,
Washington,,,OK,,,
Washington,Eagles,Houston,TX,,,
Washington-Marion,Charging Indians,Lake Charles,LA,,,
Waskom,Wildcats,Waskom,TX,,,
Water Valley,Wildcats,Water Valley,TX,,,
Watonga,,,OK,,,
Watts,,,OK,,,
Waukomis,,,OK,,,
Waurika,,,OK,,,
Waxahachie,Indians,Waxahachie,TX,,,
Wayne,,,OK,,,
Waynoka,,,OK,,,
Waynoka,Railroaders,,OK,,,
Weatherford,Eagles,,OK,,,
Weatherford,Kangaroos,Weatherford,TX,#0033A0,#B3B8BC,
Webbers Falls,,,OK,,,
Weimar,Wildcats,Weimar,TX,,,
Weiss,Wolves,Pflugerville,TX,,,
Welch,,,OK,,,
Weleetka,,,OK,,,
Wellington,Skyrockets,Wellington,TX,,,
Wellman Union,Wildcats,,TX,,,
Welsh,Greyhounds,Welsh,LA,,,
Welsh,Greyhounds,Welsh,LA,,,
Weslaco,Panthers,Weslaco,TX,,,
Weslaco East,Wildcats,Weslaco,TX,#D5D3E1,#090E0A,
Wesleyan Christian,,,OK,,,
West,Wolves,Plano,,,,
West,Trojans,West,TX,#000000,#C8102E,
West Brook,Bruins,Beaumont,TX,#1F4FB2,#FFFFFF,
West Columbia,Roughnecks,,TX,,,
West Feliciana ,Saints,St. Francisville,LA,,,
West Feliciana,Saints,St. Francisville,LA,,,
West Fork,Gators,New Caney,TX,,,
West Hardin,Oliers,,TX,,,
West Jefferson,Buccaneers,Harvey,LA,,,
West Mesquite,Wranglers,Mesquite,TX,,,
West Monroe,Rebels,West Monroe,LA,#C8102E,#000080,
West Orange-Stark,Mustangs,,TX,,,
West Oso,Bears,Corpus Christi,TX,,,
West Ouachita,Chiefs,West Monroe,LA,,,
West Plains,Wolves,Canyon,TX,#151C2D,#709CDC,
West Rusk,Raiders,New London,TX,#0B1F4D,#FFFFFF,
West Sabine,Tigers,,TX,,,
West St. John,Rams,Edgard,LA,,,
West St. Mary,Wolfpack,Baldwin,LA,,,
West Texas,Comanches,Stinnett,TX,,,
Westbrook,Wildcats,Westbrook,TX,,,
Westbury,Huskies,Houston,TX,,,
Westbury Christian,Wildcats,Houston,TX,,,
Western Heights,,,OK,,,
Western Hills,Cougars,Fort Worth,TX,,,
Westfield,Mustangs,Spring,TX,,,
Westgate,Tigers,New Iberia,LA,,,
Westgate,Tigers,New Iberia,LA,,,
Westlake,Chaparrals,Austin,TX,#E20A17,#092DDC,
Westlake,Ram,Westlake,LA,,,
Westminster Christian,Crusaders,Opelousas,LA,,,
Westmoore,,,OK,,,
Westside,Wolves,Houston,TX,,,
Westville,,,OK,,,
Westwood,Panthers,Palestine,TX,,,
Westwood,Warriors,Round Rock,TX,,,
Wetumka,,,OK,,,
Wewoka,,,OK,,,
Wharton,Tigers,Wharton,TX,,,
Wheatley,Wildcats,Houston,TX,,,
Wheeler,Mustangs,Wheeler,TX,,,
White Castle,Bulldogs,White Castle,LA,,,
White Deer,Bucks,,TX,,,
White Oak,Roughnecks,White Oak,TX,,,
Whiteface,Antelopes,Whiteface,TX,,,
Whitehouse,Wildcats,Whitehouse,TX,#7A1E2C,#FFFFFF,
Whitesboro,Bearcats,Whitesboro,TX,,,
Whiteswright,,,TX,,,
Whitewright,Tigers,Whitewright,TX,,,
Whitharral,Panthers,Whitharrel,TX,,,
Whitney,Wildcats,Whitney,TX,#213C76,#80A7D1,
Wilburton,,,OK,,,
Wildorado,Mustangs,Wildorado,TX,,,
Will Rogers,,,OK,,,
Williamson County Homeschool,Falcons,,TX,,,
Willis,Wildcats,Willis,TX,,,
Willowridge,Eagles,Fort Bend,TX,,,
Wills Point,Tigers,,TX,,,
Wilmar-Hutchins,Eagles,,TX,,,
Wilson,,,OK,,,
Wilson,Wildcats,Dallas,TX,,,
Wilson,,Henryetta,OK,,,
Wilson,Mustangs,Wilson,TX,,,
Wimberley,Texans,Wimberley,TX,#101A4A,#ED3526,
Windthorst,Trojans,Windthorst,TX,,,
Wink,Wildcats,Wink,TX,#000000,#F05A28,
Winn,Mavericks,Eagle Pass,TX,,,
Winnfield,Tigers,Winnfield,LA,,,
Winnfield,Tigers,Winnfield,LA,,,
Winnsboro,Red Raiders,Winnsboro,TX,,,
Winona,Wildcats,Winona,TX,,,
Winston,Eagles,San Antonio,TX,,,
Winters,Blizzards,Winters,TX,,,
Wisdom,Generals,Houston,TX,,,
Wolfe City,Wolves,,TX,,,
Wolfforth Frenship,Tigers,,TX,#202020,#BDBBC9,
Woodland,,,OK,,,
Woodland,Wolves,CA,,,,
Woodland,Wolverines,Dorchester,SC,#355E3B,#FFFFFF,
Woodlawn,Panthers,Baton Rouge,LA,,,
Woodlawn,Panthers,Baton Rouge,LA,,,
Woodlawn Leadership Academy,Knights,Shreveport,LA,,,
Woodsboro,Eagles,Woodsboro,TX,#036147,#23725D,
Woodson,Cowboys,Woodson,TX,,,
Woodville,Eagles,Woodville,TX,#706464,#998D8D,
Wortham,Bulldogs,Wortham,TX,,,
Worthing,Colts,Houston,TX,,,
Wossman,Wildcats,Monroe,LA,,,
Wyandotte,,,OK,,,
Wyatt,Chaparrals,Fort Worth,TX,,,
Wylie,Bulldogs,Abilene,TX,#31286D,#FFB802,
Wylie,Pirates,Wylie,TX,,,
Wylie East,Raiders,Wylie,TX,,,
Wynnewood,,,OK,,,
Yale,,,OK,,,
Yates,Lions,Houston,TX,,,
YMLA,Lions,San Antonio,TX,,,
Yoakum,Bulldogs,Yoakum,TX,,,
Yorktown,Wildcats,Yorktown,TX,,,
Ysleta,Indians,El Paso,TX,,,
Yukon,Millers,,OK,,,
Zachary,Broncos,Zachary,LA,#000000,#87CEEB,
Zapata,Hawks,Zapata,TX,,,
Zephyr,Bulldogs,Zephyr,TX,,,
